baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000022849.5	363.384905143776	1.24032540136218	0.134047580237352	9.25287423440237	2.18535496034893e-20	4.2441449616043e-19
ENSMUSG00000040907.15	371.711391006199	11.0244498955641	1.191559955606	9.25211513167824	2.20093460823011e-20	4.27028006919862e-19
ENSMUSG00000028226.15	551.186471473509	-1.03939452614937	0.112365114065569	-9.25015325969276	2.24171010089022e-20	4.34520300866197e-19
ENSMUSG00000043542.12	884.556772054824	-1.01545020188868	0.10978860099297	-9.24914055470751	2.26304950070588e-20	4.38234417268549e-19
ENSMUSG00000045598.10	378.111465599773	1.33721872789664	0.144625579352707	9.24607343930141	2.32891162707035e-20	4.50554826313995e-19
ENSMUSG00000023186.14	2134.65820834247	-0.984460426601372	0.106474694848196	-9.24595677879091	2.33145381646246e-20	4.50613360107827e-19
ENSMUSG00000015647.9	5259.12042688791	1.40257195689224	0.15187957958837	9.23476322948448	2.58857876830248e-20	4.99829220904472e-19
ENSMUSG00000041324.14	2920.08079433951	-1.45627905928265	0.157913788965518	-9.22198795192385	2.91642235115444e-20	5.62592691325287e-19
ENSMUSG00000020225.10	1005.35824851773	-0.876977509113781	0.0951143052166492	-9.22024828038455	2.96413076495681e-20	5.71248189568304e-19
ENSMUSG00000024743.16	58.5410579199014	3.2234660575107	0.349717962145591	9.21733055326664	3.04588405638496e-20	5.86441982913545e-19
ENSMUSG00000030268.17	2617.09564645801	0.814156889871032	0.088338142965026	9.21636863244188	3.07332215205718e-20	5.91159098464536e-19
ENSMUSG00000020393.16	2114.57382595125	0.932591992747944	0.101203430235059	9.21502354793581	3.11209989559066e-20	5.98046321865177e-19
ENSMUSG00000039202.12	2968.14963127449	0.827964953309275	0.0898558178015351	9.21437224173959	3.13104997162594e-20	6.01113792262538e-19
ENSMUSG00000021830.14	561.944460076982	-1.11638517083915	0.121173585946403	-9.21310665290493	3.16819969408578e-20	6.07666137702631e-19
ENSMUSG00000037280.12	86.927815236929	7.02148717067499	0.762300976462759	9.21091194616621	3.23365830862771e-20	6.19630525424662e-19
ENSMUSG00000091712.2	67.2070555096719	3.36047161597304	0.364941788039677	9.20824012515576	3.3151540141328e-20	6.34642233723614e-19
ENSMUSG00000059430.14	832.194307973239	-1.08736135570611	0.118154031773562	-9.20291368296254	3.4837271911393e-20	6.66279382944133e-19
ENSMUSG00000022358.7	389.261540914655	-1.37368067303826	0.149294829280926	-9.20112692217509	3.54215179956274e-20	6.76810011464409e-19
ENSMUSG00000054280.14	941.39677193948	1.04279854268981	0.113373150978232	9.19793208261475	3.64904299079279e-20	6.96572532967276e-19
ENSMUSG00000044037.15	929.101075861958	1.01417774408358	0.110334576798604	9.19183970710092	3.86179229031183e-20	7.36485885128663e-19
ENSMUSG00000091243.2	2457.08296134247	-1.0386303729382	0.112997172332899	-9.19164923771995	3.86863759919613e-20	7.37092694089263e-19
ENSMUSG00000024376.7	231.233401488424	1.78769118053793	0.194551839345714	9.18876524914908	3.97376354325301e-20	7.56406078431889e-19
ENSMUSG00000026728.9	61328.3724888569	-0.812252565526038	0.0884229288160888	-9.18599481380497	4.07740793519869e-20	7.75401206580319e-19
ENSMUSG00000073557.12	578.998241612164	-1.05659992518321	0.115063987219446	-9.18271607577878	4.20352543044506e-20	7.9863013843772e-19
ENSMUSG00000028364.15	25807.295168582	-0.911906180720312	0.0993300181718674	-9.1805699576383	4.28815662636663e-20	8.13940672853741e-19
ENSMUSG00000039007.10	1326.85450448817	-0.864448592888847	0.0941805283861309	-9.17863392467594	4.36594707277824e-20	8.27925118796401e-19
ENSMUSG00000046768.13	836.449942744367	-1.24654765436107	0.135814744921877	-9.17829397005536	4.37974981870255e-20	8.29760511791859e-19
ENSMUSG00000024805.16	331.898124460185	1.60264663406088	0.174691137940574	9.17417250213381	4.5505596064904e-20	8.61310059102416e-19
ENSMUSG00000045573.9	2012.11746846174	-1.33514043455467	0.145652535306643	-9.16661307504051	4.88114063920574e-20	9.23012684782137e-19
ENSMUSG00000029108.14	3425.26297744455	-0.916686783188244	0.100012210616864	-9.1657486374336	4.92042400623688e-20	9.2956742728156e-19
ENSMUSG00000024942.17	1965.14574319693	1.05490211929083	0.115207335081623	9.15655343076413	5.35812711136011e-20	1.01130879437679e-18
ENSMUSG00000026547.15	5736.15404462602	0.94881676712973	0.103629222692663	9.15588038273405	5.39163629247005e-20	1.01667968326614e-18
ENSMUSG00000032324.11	2853.70513540506	-0.879093241457139	0.0960535146690917	-9.15211946679568	5.58273011402184e-20	1.05172780799737e-18
ENSMUSG00000022912.8	3690.18685573061	-0.995712458867	0.108799920766624	-9.15177558817167	5.60053321440657e-20	1.05409474531207e-18
ENSMUSG00000073987.4	1070.43432792934	1.27418426762306	0.139325524648643	9.14537570080108	5.94229496672934e-20	1.11737359561303e-18
ENSMUSG00000002332.16	1184.40691787033	0.906699314891595	0.0991562333243114	9.14414842611098	6.01015010451531e-20	1.1290776853674e-18
ENSMUSG00000048368.9	218.816807550312	-1.71584422725053	0.187669504445024	-9.14290381020943	6.07974615860626e-20	1.14108668573841e-18
ENSMUSG00000030677.8	464.763665986436	1.10050687744602	0.120394309519211	9.14085459554398	6.19607300902131e-20	1.16183587084351e-18
ENSMUSG00000017376.15	460.444681407642	1.1592222082511	0.126845295775308	9.13886637392154	6.31103940120335e-20	1.18229155262767e-18
ENSMUSG00000032062.3	132.245254583747	1.98911707338904	0.217793874324078	9.13302580048339	6.66109823805313e-20	1.24670973534539e-18
ENSMUSG00000029516.19	332.111216019522	1.38131825927835	0.151264402021789	9.13181317491596	6.73614869190993e-20	1.2595846810523e-18
ENSMUSG00000026656.15	113.832725091699	7.8256489013759	0.857129787875846	9.13006292870717	6.8459489233829e-20	1.27892750546392e-18
ENSMUSG00000033952.14	585.984964799533	1.20574279662293	0.132075010145066	9.12922736328843	6.89898943659757e-20	1.28764070004029e-18
ENSMUSG00000019194.15	678.552343974442	-1.39179800165999	0.152525427917156	-9.12502276286643	7.17211849876681e-20	1.33737742534929e-18
ENSMUSG00000036533.9	758.828628332025	-1.0402818152891	0.11400983455403	-9.12449192965102	7.20735229550802e-20	1.34270303875575e-18
ENSMUSG00000021306.11	248.103288001496	-1.36953008200506	0.150134761228624	-9.1220052624558	7.37469478703301e-20	1.37260739236914e-18
ENSMUSG00000037110.20	446.577432787432	1.23587504620306	0.135529710078592	9.11884962704035	7.59259475471521e-20	1.41185773072893e-18
ENSMUSG00000040124.5	783.436202681684	-1.13022828643602	0.124023827285246	-9.11299313346112	8.01398847007658e-20	1.48884070192004e-18
ENSMUSG00000113184.1	46.250792655188	4.13259836402045	0.454063727883401	9.10136201207786	8.92060090685066e-20	1.65574252994313e-18
ENSMUSG00000036256.13	2697.81919204484	-1.14437480915078	0.125743299169177	-9.10088105459298	8.96019691511847e-20	1.66155909614916e-18
ENSMUSG00000078439.9	54.1647176803075	4.48175264761262	0.492552602680195	9.09903353108976	9.1139206207776e-20	1.6885090505529e-18
ENSMUSG00000046519.15	714.39760477764	0.995869780936916	0.109455271995793	9.09841767124008	9.16574041266291e-20	1.6965473514515e-18
ENSMUSG00000039047.17	1774.65414170177	-0.768251529061467	0.0845245116829747	-9.08909751461139	9.98645223056547e-20	1.84675936469648e-18
ENSMUSG00000021313.16	47.2698002695099	4.77943615230026	0.525860724553047	9.08878706688451	1.00150044625019e-19	1.85033874917849e-18
ENSMUSG00000022892.11	19852.7724253723	-0.813222162524171	0.089485628617665	-9.08774040129653	1.01118633220111e-19	1.86652009209967e-18
ENSMUSG00000026922.13	584.648377231464	1.0982274151937	0.1209268390411	9.08175078338433	1.06842179417055e-19	1.97036173223753e-18
ENSMUSG00000041842.15	557.257629353465	1.11632818769076	0.122935428739517	9.08060596637365	1.07972034342743e-19	1.98937484521611e-18
ENSMUSG00000040524.9	1403.69837479806	0.917895803282092	0.101203191244861	9.0698306248194	1.19202167993852e-19	2.19427961576972e-18
ENSMUSG00000020097.14	3555.81982268737	-0.757994873825375	0.0835824781524992	-9.06882507649973	1.20307253703789e-19	2.21229235116712e-18
ENSMUSG00000022754.6	1441.73397589973	-0.903991619652908	0.0996821569923798	-9.06874055426002	1.20400602610735e-19	2.21229235116712e-18
ENSMUSG00000046879.7	607.913657250652	-1.18943442141941	0.131217839732175	-9.06457859576965	1.2508682482205e-19	2.29630193012741e-18
ENSMUSG00000035189.17	52.838801662762	4.54474187626242	0.501521080567134	9.06191594403788	1.28178958215133e-19	2.35092127555922e-18
ENSMUSG00000021944.15	53.8240175399635	5.50968650152133	0.608041404012012	9.0613673101322	1.28825409750181e-19	2.36062590544047e-18
ENSMUSG00000033585.5	1053.58612408574	-1.11507178058052	0.123098802054556	-9.05834794465614	1.32441190140632e-19	2.42467401786125e-18
ENSMUSG00000055805.15	67.8652276676153	2.68871735524735	0.296916916195294	9.05545359186903	1.36001346142362e-19	2.48532886865062e-18
ENSMUSG00000075592.10	2212.02104915335	0.932540059970588	0.102980275794846	9.05552109637346	1.3591724592557e-19	2.48532886865062e-18
ENSMUSG00000034449.7	455.437487609629	1.38778019966534	0.153400627203576	9.04677004888402	1.47259713118056e-19	2.68862561518628e-18
ENSMUSG00000025203.6	20186.7227083109	0.795196737249999	0.0879144080859895	9.04512416749952	1.49495170694372e-19	2.72696539834157e-18
ENSMUSG00000054520.15	218.963592814089	1.73877526094776	0.192261850268715	9.04378720228458	1.51335711237259e-19	2.75803850551961e-18
ENSMUSG00000020123.6	106.043861723141	-2.20128377583316	0.243409952591819	-9.04352411392378	1.51700521237741e-19	2.76218505638312e-18
ENSMUSG00000030867.7	525.400260104001	1.39129293645315	0.15390604852848	9.03988472029219	1.56837127425107e-19	2.85313110650376e-18
ENSMUSG00000052566.8	429.830541070137	1.25655626969173	0.139104209476046	9.03320089611029	1.66722219772775e-19	3.03021776136246e-18
ENSMUSG00000046324.12	986.18695145196	0.906038401888258	0.100307846849175	9.03257751360763	1.67674975196012e-19	3.04478384561712e-18
ENSMUSG00000020159.8	161.484404826202	10.778771119884	1.19385663523024	9.0285305637266	1.73992362037224e-19	3.15665132929572e-18
ENSMUSG00000037474.13	516.437564482582	1.29882188155981	0.143865780223257	9.02801124453811	1.74819872844735e-19	3.16880706453701e-18
ENSMUSG00000040605.7	97.3519061734399	-2.37810207188861	0.263645032353372	-9.0200905765642	1.87933850952857e-19	3.4034465177061e-18
ENSMUSG00000017737.2	71.2274653159254	3.85113589138312	0.427056726002657	9.01785560768609	1.91806917286466e-19	3.47046328759326e-18
ENSMUSG00000027469.16	1445.48612981224	0.936429666925375	0.103889477098047	9.01371046503204	1.99200135502484e-19	3.60099436326144e-18
ENSMUSG00000046876.16	703.543682240005	-0.991980317949044	0.110072788444953	-9.01203950552347	2.02259447100144e-19	3.65301622590206e-18
ENSMUSG00000042606.9	363.175256566018	1.19950383043667	0.133117899639129	9.01083801418459	2.04487870749583e-19	3.68995153316736e-18
ENSMUSG00000115726.1	78.1125945557308	6.86448867409992	0.762142261484814	9.00683379074983	2.12091163247953e-19	3.82372240550968e-18
ENSMUSG00000027071.14	59.8133552512899	2.88390337950399	0.320260577341131	9.00486536134654	2.15930600966e-19	3.88945719913691e-18
ENSMUSG00000010066.15	55.5879303910986	5.55913131822042	0.617848930480335	8.99755756459524	2.30794810841548e-19	4.15348085342749e-18
ENSMUSG00000046994.9	352.443765310434	1.27646486975163	0.14192730252321	8.99379363278519	2.3884070457082e-19	4.29060265711152e-18
ENSMUSG00000064125.14	52.4886242633884	3.42485587658671	0.380798814819028	8.99387220575868	2.38669945632677e-19	4.29060265711152e-18
ENSMUSG00000074968.11	724.723116515809	-1.06434734593122	0.118375375889097	-8.99129010520211	2.4434515710288e-19	4.38557052712751e-18
ENSMUSG00000037868.15	185.01498238633	-1.50154574366357	0.167075824197614	-8.9872113507432	2.5358267272675e-19	4.54731138615171e-18
ENSMUSG00000001517.14	664.089728812034	0.938918578777817	0.104488457497595	8.98585931177547	2.56720251984794e-19	4.59947593048446e-18
ENSMUSG00000005481.18	1707.60260359586	0.904769681391868	0.100706675676851	8.98420760402321	2.60605341476247e-19	4.66492835453923e-18
ENSMUSG00000044447.5	2897.58690362471	0.776544098216577	0.0864631633987206	8.98121312813391	2.67797537518053e-19	4.78941018210065e-18
ENSMUSG00000017631.19	1859.04962965758	0.806473372735418	0.0898163774206371	8.9791349405962	2.72903903266022e-19	4.87640011874988e-18
ENSMUSG00000020176.17	14398.9538218234	-0.702932108766844	0.0783604938905457	-8.97049104550953	2.95195440859277e-19	5.27003750673349e-18
ENSMUSG00000004626.14	712.636466088537	1.04817400832022	0.116926966588167	8.96434790797263	3.12122183337656e-19	5.56728575244117e-18
ENSMUSG00000003752.9	242.354715927084	1.42955963518639	0.159538088165292	8.9606165626435	3.22867943542259e-19	5.75385564576638e-18
ENSMUSG00000019775.17	430.169487509052	-1.35512354743414	0.151260533037846	-8.95887063345917	3.28020714482747e-19	5.84051042070165e-18
ENSMUSG00000019312.10	73.7758922090667	6.78605625493923	0.757965010807445	8.95299408043938	3.45968423412445e-19	6.15462836344685e-18
ENSMUSG00000001435.15	4173.85488575999	1.00622155093099	0.112425308726351	8.9501337584065	3.55051865558959e-19	6.31063916523521e-18
ENSMUSG00000031948.14	2930.4698020701	0.796598704660428	0.0890654892959401	8.94396596209728	3.75448229122749e-19	6.66727128856992e-18
ENSMUSG00000026628.13	461.865584352935	1.15074872726615	0.128707885627367	8.94077873828011	3.86437422625798e-19	6.85636767480692e-18
ENSMUSG00000046352.7	166.898858350707	-1.86652429909746	0.208826534696401	-8.93815674244212	3.95715524475347e-19	7.0147985484088e-18
ENSMUSG00000022676.7	785.330667359925	-0.959533684773546	0.107365631142534	-8.93706556337107	3.99641270890096e-19	7.07815349499008e-18
ENSMUSG00000024781.16	1077.37059960816	-0.879532892634697	0.0984577343813326	-8.93310107287473	4.14230920470586e-19	7.33010212829216e-18
ENSMUSG00000003309.14	285.444192791752	10.6423195599001	1.19140940481881	8.93254620691754	4.16314408712244e-19	7.36049727881402e-18
ENSMUSG00000053626.5	302.018773220266	-1.39339501737666	0.15608582971879	-8.92710773224611	4.37291503868284e-19	7.7245874081035e-18
ENSMUSG00000026414.13	68.6716727426319	3.14007763919365	0.351827557958987	8.92504742212289	4.45508299409164e-19	7.86283068781788e-18
ENSMUSG00000042726.14	665.765808116078	-0.99551600555614	0.111686438595436	-8.91349046559016	4.94506606414319e-19	8.71995873887476e-18
ENSMUSG00000046718.8	519.657505606798	1.22689347640166	0.137648481707626	8.9132365368741	4.95640904896732e-19	8.73230736122788e-18
ENSMUSG00000002227.15	826.378056482937	1.3124495326133	0.147287671282431	8.9107901644844	5.06701349184618e-19	8.91936233210369e-18
ENSMUSG00000057880.12	228.558659127947	-1.67176398147369	0.187620232276392	-8.91036089866327	5.08667118836454e-19	8.94613848862714e-18
ENSMUSG00000021665.9	564.907890878564	-1.02096391826888	0.114593589716594	-8.90943307382079	5.1294175362363e-19	9.01343937371829e-18
ENSMUSG00000034792.8	46.8266136257028	4.92612723007913	0.55336766290427	8.90208727453473	5.48061476359542e-19	9.62216134760383e-18
ENSMUSG00000032717.14	160.059998540665	1.95853153136668	0.220229597116528	8.89313496918573	5.94085825021839e-19	1.04211044458931e-17
ENSMUSG00000020437.12	59.8963373332593	6.15374427885509	0.69202041171954	8.89243174715641	5.97858790897489e-19	1.04781523282731e-17
ENSMUSG00000041040.12	922.018856521187	1.05552884678659	0.118810048381066	8.88417150880318	6.43988749355759e-19	1.12768090835839e-17
ENSMUSG00000020890.11	71.9106190991099	6.73899409032282	0.758668815586932	8.88265597829971	6.5282615587321e-19	1.14216193531904e-17
ENSMUSG00000035184.15	132.323432418101	-1.80802990913973	0.203616851558076	-8.87956912851114	6.71198421617948e-19	1.17328516446161e-17
ENSMUSG00000040562.12	312.728030897112	-1.27171886979306	0.143372105874606	-8.87005782634811	7.31079291162085e-19	1.27685028977267e-17
ENSMUSG00000025064.15	169.902484999361	5.05172585813087	0.569798250261654	8.86581497189768	7.59465028974928e-19	1.32527635585217e-17
ENSMUSG00000079014.4	389.05527056262	-1.35415898838777	0.152820319547495	-8.86111868105936	7.9215480985556e-19	1.38112259742581e-17
ENSMUSG00000030220.13	1668.02829302371	-0.845293124816053	0.0954029561927039	-8.86024037985417	7.98420923042549e-19	1.39084233520486e-17
ENSMUSG00000020220.16	2319.08202337996	0.83128348978997	0.0939199975593487	8.85097435468604	8.67584948227267e-19	1.51001809328137e-17
ENSMUSG00000029359.13	60.3940948517145	3.19446923192497	0.360996075115116	8.84904144984487	8.82741856104446e-19	1.53507053974256e-17
ENSMUSG00000052133.16	182.247156082619	1.75000597395903	0.197802892428592	8.84722135491927	8.97253117403511e-19	1.55895792073909e-17
ENSMUSG00000060882.5	51.0631090678316	-3.23131753884938	0.365317968788796	-8.84521927449325	9.13487528784308e-19	1.58579543392065e-17
ENSMUSG00000039117.16	463.555364314128	1.07073345169155	0.121070603943007	8.84387635660584	9.24539158116352e-19	1.6035972294225e-17
ENSMUSG00000032826.19	713.764246116569	-1.10577383519114	0.125045196175146	-8.8429933257278	9.31877976343015e-19	1.61493409853759e-17
ENSMUSG00000024049.15	113.920958917488	-2.1776998383564	0.246327000323909	-8.84068671113121	9.51320660856265e-19	1.64720926819518e-17
ENSMUSG00000027962.14	1521.72731523507	-1.07021120794929	0.121118993758452	-8.83603120154398	9.91790897947307e-19	1.71580678131555e-17
ENSMUSG00000041020.14	88.2097869104858	2.83514167649754	0.321022436227622	8.83159977792728	1.03189089220209e-18	1.78364645628059e-17
ENSMUSG00000024206.15	106.930278643016	2.41469594598756	0.273524364342415	8.82808356686165	1.06484487075234e-18	1.83902822313623e-17
ENSMUSG00000010803.13	81.5238423127501	2.72782270356034	0.309028394303049	8.82709405947112	1.07430450091471e-18	1.85377414737598e-17
ENSMUSG00000020905.11	137.739583167369	10.5550862978653	1.19579672597756	8.82682321214471	1.07690822090822e-18	1.85667467049472e-17
ENSMUSG00000029780.14	556.624322592263	1.29358070863937	0.146785011340206	8.81275749361914	1.22104501911976e-18	2.10337549526452e-17
ENSMUSG00000028803.18	232.093249020117	1.52093730878061	0.172604878090599	8.81167047887416	1.23294600922072e-18	2.12205934178964e-17
ENSMUSG00000023236.7	111.868944113013	2.19825754268562	0.24950235388991	8.81056835101272	1.2451294078681e-18	2.14119689626549e-17
ENSMUSG00000021962.9	751.950365480428	1.03714723520974	0.117725495985362	8.80987781388243	1.25282340881798e-18	2.15258812855831e-17
ENSMUSG00000027009.18	223.625354017423	1.4010006927808	0.159346709276719	8.79215328098081	1.46720409076319e-18	2.51878381451838e-17
ENSMUSG00000074886.11	1311.81092544824	0.989267565022329	0.112535594570354	8.79070812038822	1.48620222031387e-18	2.54922324575576e-17
ENSMUSG00000056091.12	582.06901186277	-0.998697604505036	0.113621919631965	-8.78965614856652	1.50018405811959e-18	2.57101390539746e-17
ENSMUSG00000051910.13	267.981794690478	-1.48948300882411	0.169467094309695	-8.78921666115393	1.50606371598951e-18	2.57889378431566e-17
ENSMUSG00000039126.10	482.849872232764	-1.04073879950476	0.118431466256955	-8.78768820818885	1.52668978442587e-18	2.61198966519119e-17
ENSMUSG00000016382.15	8987.15281494466	-0.894517840798337	0.101795603148109	-8.78739172552323	1.53072292245514e-18	2.61666484280352e-17
ENSMUSG00000021569.10	315.459768662966	1.3695330375581	0.155931153781395	8.78293403432452	1.59264587700133e-18	2.72020671012451e-17
ENSMUSG00000027306.15	578.286107360156	1.33239727372992	0.151729434709258	8.78140274023325	1.61448319097861e-18	2.75283066122793e-17
ENSMUSG00000030468.12	69.046856309184	-2.66970534975826	0.304016777347107	-8.78144085683194	1.61393605039795e-18	2.75283066122793e-17
ENSMUSG00000038013.14	542.511748374703	0.989116906584963	0.112755088249118	8.77225961102202	1.75116082162838e-18	2.98334934218145e-17
ENSMUSG00000026674.9	8521.9634708894	-0.914624826668574	0.104299338659784	-8.76922939705313	1.79893202537895e-18	3.0621414848244e-17
ENSMUSG00000038252.13	1202.59883136089	0.924511552171507	0.105543450573552	8.75953502701928	1.96057413801177e-18	3.33446759567174e-17
ENSMUSG00000039831.16	1985.70639333127	-0.968089458637495	0.110583254932851	-8.75439467960445	2.05201821383559e-18	3.48704446472737e-17
ENSMUSG00000036103.9	4182.11278413037	-0.911363162897368	0.104163325925093	-8.74936696580481	2.14552895802779e-18	3.64287279624634e-17
ENSMUSG00000052512.17	1465.77606749293	0.882079516638231	0.10084472523227	8.74690782890815	2.19278666846697e-18	3.71997198731496e-17
ENSMUSG00000041992.9	46.0850935366248	3.604831152485	0.412678723382436	8.73519992244511	2.4322556537483e-18	4.12274505083537e-17
ENSMUSG00000045328.11	982.010754101476	1.24636861601319	0.142772291596724	8.72976543329358	2.55201348030373e-18	4.32101012325921e-17
ENSMUSG00000049881.13	396.203285664094	1.22571827025186	0.140407854927609	8.72969871154158	2.5535194018664e-18	4.32101012325921e-17
ENSMUSG00000007946.11	59.2088381465558	6.14012011827703	0.703451994626346	8.72855598559854	2.57944754185915e-18	4.36121718842068e-17
ENSMUSG00000023026.16	1339.34376838232	0.810215236562408	0.0929132475038968	8.72012612118016	2.77892076348485e-18	4.69453280951428e-17
ENSMUSG00000027775.9	2696.72453420808	-0.753754536280245	0.0864497472413235	-8.71899063135659	2.8069278994598e-18	4.7378682329808e-17
ENSMUSG00000034471.12	828.517977468544	1.43159244730368	0.164350353242254	8.71061375325126	3.02233853179929e-18	5.09718786754415e-17
ENSMUSG00000014329.14	901.809728725958	-0.97186293201239	0.111613282890239	-8.70741283515623	3.1088912483401e-18	5.23876816721967e-17
ENSMUSG00000074884.12	622.216034653531	-1.07523379379852	0.123623589881183	-8.69764253595896	3.38849979669371e-18	5.7051561430525e-17
ENSMUSG00000017724.14	438.059142546183	1.44193936549948	0.165875690254964	8.69289142539875	3.53330000987393e-18	5.94397961527287e-17
ENSMUSG00000021301.9	71.955858671003	2.80468788725176	0.322675372904702	8.69197999836228	3.56176798749963e-18	5.98686482109378e-17
ENSMUSG00000026586.16	9609.41175636229	-0.920374376578731	0.105899002830437	-8.69105800790603	3.5907962888855e-18	6.03061947682606e-17
ENSMUSG00000026131.20	8181.38010090691	0.863015094490491	0.0993228258981936	8.68899053854032	3.65674108627326e-18	6.13624942917582e-17
ENSMUSG00000019851.8	4958.25459341495	1.03449669370853	0.119167317192354	8.68104374657273	3.92153268539398e-18	6.56962844547269e-17
ENSMUSG00000021458.17	2151.13434304928	-0.799673353765409	0.0921163698596967	-8.68112101012447	3.91886926340399e-18	6.56962844547269e-17
ENSMUSG00000097183.2	266.715939053256	-1.29827383649155	0.149567608857392	-8.68018046427028	3.95141347673398e-18	6.61417962994073e-17
ENSMUSG00000039910.10	1159.64194270445	-0.975941624639585	0.112463523990567	-8.67785029323323	4.03319446795061e-18	6.74545907690492e-17
ENSMUSG00000019975.12	2046.75241700281	-0.940109781150592	0.108345721917569	-8.67694417935435	4.06544521405605e-18	6.79375064010032e-17
ENSMUSG00000019066.13	296.713957970256	1.26351057685392	0.145679643796412	8.67321297558693	4.20095178599244e-18	7.01436928914256e-17
ENSMUSG00000021250.13	3773.84147486801	1.10371913488967	0.127320687446051	8.66881224904898	4.36651282987916e-18	7.28476269794103e-17
ENSMUSG00000022150.16	2116.73450490896	-0.902761735657874	0.104145127082788	-8.66830509448839	4.38600176596379e-18	7.31121421136632e-17
ENSMUSG00000027208.14	1050.32989206684	-1.20294098376576	0.138781444033255	-8.66788058119288	4.40238096538581e-18	7.33244246883795e-17
ENSMUSG00000033214.10	231.935771543369	-1.35552307554885	0.156429834965429	-8.66537432484296	4.50031891965605e-18	7.48936448829443e-17
ENSMUSG00000045467.13	50.7422279652858	3.20324017358305	0.369691411062551	8.66463238725626	4.52972231883345e-18	7.53206719462223e-17
ENSMUSG00000031688.4	120.176497611606	10.3540668923965	1.19503258905148	8.66425483895356	4.54475749351246e-18	7.55082747889932e-17
ENSMUSG00000039187.16	208.167379665968	1.523739525361	0.176005884953137	8.65732146266991	4.82979185860671e-18	8.01777328342963e-17
ENSMUSG00000032718.4	119.958440057876	2.19051528870249	0.253055615169889	8.65626035301328	4.87494431057365e-18	8.08605766931095e-17
ENSMUSG00000026114.14	53.9407584507619	5.99881141351096	0.693012784991952	8.65613383103838	4.88035581453769e-18	8.08836564979392e-17
ENSMUSG00000027985.14	49.5634515951773	3.38722740814766	0.391316326166611	8.655982849807	4.88682123243248e-18	8.08838993571972e-17
ENSMUSG00000097451.11	9742.36303358424	-0.79136596120198	0.0914245517165875	-8.65594576449425	4.8884106172143e-18	8.08838993571972e-17
ENSMUSG00000036990.13	1992.56262210159	0.803610013446574	0.0928428645578216	8.65559262172586	4.90357103112096e-18	8.10680765375133e-17
ENSMUSG00000042529.14	221.572349152475	10.2781455061708	1.18768169801362	8.65395629431757	4.97442652123114e-18	8.21719717628658e-17
ENSMUSG00000078502.10	111.096192091064	2.48529508521458	0.287268637881192	8.65146680662872	5.08416803773219e-18	8.3915882624423e-17
ENSMUSG00000026090.16	42.7443830782552	4.78631694751152	0.553444629405549	8.64823090369938	5.23039177873225e-18	8.6258592285322e-17
ENSMUSG00000004947.15	574.010098675049	1.36211415922213	0.1575107067531	8.64775599894464	5.25219820340668e-18	8.65472791585115e-17
ENSMUSG00000018427.8	674.269295441219	0.972309436098845	0.112453006502115	8.64636230139883	5.31671274430886e-18	8.75386746444306e-17
ENSMUSG00000027293.13	1037.25871600464	0.821296100061034	0.0950650838160587	8.6393033813567	5.65568072037126e-18	9.30435781634257e-17
ENSMUSG00000033295.14	4485.30155506784	1.13199885418803	0.131102104197616	8.63448272715529	5.89933745549501e-18	9.69727692847709e-17
ENSMUSG00000097651.2	46.3527066551093	5.27717616369504	0.611360089715696	8.63186238759733	6.03609793443598e-18	9.91398289313077e-17
ENSMUSG00000012123.17	84.9926174080813	7.40704280281325	0.85822847036684	8.63061883701807	6.10209158023508e-18	1.00141992328165e-16
ENSMUSG00000035683.13	367.992141255284	1.38283121958716	0.160252645390744	8.62906953089858	6.1853084023174e-18	1.01424942994805e-16
ENSMUSG00000036285.10	386.636126255583	1.10167284037783	0.127695207069045	8.62736249593261	6.27829462873171e-18	1.02865869649904e-16
ENSMUSG00000027227.7	276.305054197653	-1.29210716676576	0.14977407906607	-8.62704130663208	6.29594416846739e-18	1.03071112017546e-16
ENSMUSG00000020451.17	2110.01535223469	0.845408807364069	0.0980263693272372	8.62429990181394	6.44859254993014e-18	1.05484294393979e-16
ENSMUSG00000037824.6	814.674802700677	1.19665712636953	0.138792044683098	8.62194320360253	6.58273552612654e-18	1.07591095682913e-16
ENSMUSG00000038943.16	1047.53071961831	1.19838919841693	0.139011627024851	8.62078391617345	6.64972899550335e-18	1.08597846907084e-16
ENSMUSG00000028369.15	4777.73179002158	-1.5383278316322	0.178535114235202	-8.61638808825928	6.90992699350501e-18	1.12755661889149e-16
ENSMUSG00000043441.5	80.6698148838156	-2.43551627078628	0.282784302010698	-8.61262896656177	7.14038995934966e-18	1.16421917327484e-16
ENSMUSG00000054662.8	226.053599919998	10.3056835536999	1.19727692402017	8.60760225720867	7.46045923483046e-18	1.21542056522096e-16
ENSMUSG00000019235.9	61.586790289693	2.92855848309333	0.340522507462076	8.60019064501775	7.95837871444122e-18	1.29549012730224e-16
ENSMUSG00000026208.9	91.5077536677894	-2.09483397636415	0.243598560273807	-8.59953348660823	8.00407868617367e-18	1.30187601589179e-16
ENSMUSG00000037990.18	235.109807793552	-1.46258186166509	0.170156201037369	-8.59552489270654	8.28850539029652e-18	1.34704950284948e-16
ENSMUSG00000004568.13	1565.78700418565	0.867731392358026	0.100955278954654	8.59520573211215	8.31157525786004e-18	1.34970858908914e-16
