baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000053030.11	725.628911324366	8.18101062410955	0.404222610621518	20.2388743458233	4.45222013553781e-91	8.45081784217176e-89
ENSMUSG00000029154.13	746.568511120759	8.3209979221918	0.411812600016944	20.2057875884551	8.70695804150867e-91	1.63723360556219e-88
ENSMUSG00000019996.17	308.315989223519	4.80554445161341	0.238038277273003	20.1881164099587	1.24521977008665e-90	2.31979831242069e-88
ENSMUSG00000022102.13	308.412024283967	5.62086933479124	0.278533916188576	20.1801971253861	1.46162169079708e-90	2.69796590998506e-88
ENSMUSG00000021182.16	303.966494312857	4.02359016855409	0.199494580746917	20.168919644281	1.83605830629877e-90	3.35831755661192e-88
ENSMUSG00000022346.16	4868.88166186718	2.52693421947414	0.125448078066016	20.1432677043037	3.08308410586966e-90	5.58843713604482e-88
ENSMUSG00000028434.12	987.67798591831	2.52401140464868	0.125999633275762	20.0318948478575	2.90395579045764e-89	5.21674915214354e-87
ENSMUSG00000042216.13	366.565459791063	3.35301319263573	0.167549133351289	20.012118986051	4.31893633882702e-89	7.68999992364598e-87
ENSMUSG00000029449.11	352.198190946514	3.81384890710516	0.19063484409164	20.0060430991923	4.87872651029163e-89	8.61052433219891e-87
ENSMUSG00000024965.9	352.175894839764	5.43423663704293	0.272447781444092	19.9459749983616	1.62451967271916e-88	2.84220311435736e-86
ENSMUSG00000085925.3	339.094474776689	3.26097798301409	0.164726892722925	19.7962696261085	3.20572098445146e-87	5.5602677764796e-85
ENSMUSG00000031075.19	2040.0493347945	1.83756578602996	0.0929640161080153	19.7664199865772	5.79447221556633e-87	9.96451119463202e-85
ENSMUSG00000092586.8	2392.88753975406	11.0062111858742	0.563640710628645	19.5269982780318	6.47343601553011e-85	1.10377570027513e-82
ENSMUSG00000028954.11	2709.99076072397	1.81214903097381	0.0929083968888552	19.5046851700783	1.00171991067963e-84	1.69366425234236e-82
ENSMUSG00000027456.8	292.164763254853	5.89960049836374	0.305183186106716	19.3313418528266	2.92705404979624e-83	4.90769395682503e-81
ENSMUSG00000026638.15	457.451574314762	7.32993755440342	0.379374890964762	19.321093011093	3.57010612621924e-83	5.93640787268852e-81
ENSMUSG00000044737.6	437.397681384459	7.18284218051961	0.372140703504074	19.3014150639423	5.22583584087817e-83	8.61834566544826e-81
ENSMUSG00000025481.12	250.310200874402	4.6176873623491	0.239310717008556	19.2957817354414	5.82768860235287e-83	9.53277192514957e-81
ENSMUSG00000035852.11	767.16664318314	8.71111735804207	0.452764148101021	19.2398567655548	1.71682156240028e-82	2.78568143834626e-80
ENSMUSG00000002384.2	250.287355787882	4.44830548698359	0.231318838020878	19.23019121591	2.06864033582693e-82	3.32968348454703e-80
ENSMUSG00000033491.13	661.814018004509	2.67748318618083	0.139362327313152	19.2123885830669	2.9153863860146e-82	4.65536302274713e-80
ENSMUSG00000040152.8	95090.976989479	-1.87358899206392	0.0977841782484718	-19.1604513697818	7.91835923155931e-82	1.25446761999192e-79
ENSMUSG00000006310.10	296.293399254456	5.64383532063046	0.295685762939357	19.0872744921032	3.2214427910497e-81	5.06370538718125e-79
ENSMUSG00000027377.2	380.011843060778	7.06060591520358	0.37066469281848	19.0484986889789	6.76136287519525e-81	1.05456295386766e-78
ENSMUSG00000034382.14	239.831264082717	4.17248507267034	0.219305624540088	19.0258917500204	1.04101182135222e-80	1.61116598812359e-78
ENSMUSG00000052180.15	292.824029151323	4.70448491695003	0.247580542928944	19.0018361753905	1.64681122090767e-80	2.52930089806583e-78
ENSMUSG00000003283.15	359.548729988379	3.51824813611065	0.185871784337073	18.9283604752533	6.66032123045374e-80	1.01519441785401e-77
ENSMUSG00000030168.13	2459.77144066385	2.07941663129617	0.109884936632975	18.9235822034607	7.29254236731708e-80	1.10320264985278e-77
ENSMUSG00000031298.15	2017.85444406421	-1.94581027536588	0.102976970305516	-18.8955867471434	1.24001305631093e-79	1.86187035022209e-77
ENSMUSG00000042367.12	553.081707417843	3.16414188696874	0.167978039869555	18.8366401312093	3.78226338644394e-79	5.63697328409275e-77
ENSMUSG00000026450.14	360.232120777103	6.98450289743122	0.371534802597354	18.799054216734	7.68749386281241e-79	1.1372968861749e-76
ENSMUSG00000025085.16	1483.57768324069	2.08919567769086	0.111208363576342	18.7863179576119	9.77293953024388e-79	1.43526673977012e-76
ENSMUSG00000028111.4	1459.1759601203	-1.73633646962169	0.0927731476021154	-18.7159379033734	3.67102138714005e-78	5.35224277603317e-76
ENSMUSG00000098678.1	271.529719644819	5.9535156043215	0.318477591193295	18.6936719221419	5.5741199285738e-78	8.06843834265502e-76
ENSMUSG00000023092.16	1708.87737271097	-1.71998014053932	0.0920944675655825	-18.6762591283183	7.72466570902553e-78	1.11014481475424e-75
ENSMUSG00000036473.16	1508.73517019664	1.84287454100629	0.0989756937864908	18.6194657547106	2.23431965416058e-77	3.18826322281638e-75
ENSMUSG00000033361.13	591.332932802553	2.39744209996296	0.129075370226994	18.5739703534979	5.21967114148135e-77	7.39575939201441e-75
ENSMUSG00000027544.16	366.693048971739	7.09815616751373	0.382688641812232	18.548123440247	8.4449171147223e-77	1.18819393250498e-74
ENSMUSG00000087166.9	1534.2323789696	10.3636901213406	0.563640879292725	18.3870448402274	1.66828978606243e-75	2.33097156219278e-73
ENSMUSG00000047501.3	1467.30967130255	10.3008813800816	0.560718024465176	18.3708761456469	2.24754256592712e-75	3.11865906389335e-73
ENSMUSG00000006342.15	315.337755208435	3.44398283046812	0.188658641038874	18.2551025042021	1.88456797391266e-74	2.5970895640495e-72
ENSMUSG00000039621.13	362.300976441518	3.68044307526454	0.202655801914384	18.1610545589976	1.04988472295932e-73	1.43698507659465e-71
ENSMUSG00000014846.12	536.264493780101	3.64867107793239	0.201306261737746	18.1249755791786	2.02432949181245e-73	2.7519938767072e-71
ENSMUSG00000031803.8	248.344065333842	5.61204792503409	0.30972181926235	18.1196401932548	2.2304886357253e-73	3.01190814434853e-71
ENSMUSG00000028581.17	355.681237477767	7.1476944509218	0.395204225190019	18.0860780207628	4.10265689155127e-73	5.50303044386744e-71
ENSMUSG00000000120.6	241.292228376421	5.29953100469574	0.293047909646921	18.0841795154959	4.24640966886618e-73	5.65812996937665e-71
ENSMUSG00000051375.15	329.061505690722	2.84665167763474	0.157428055261959	18.0822387273853	4.39855552914883e-73	5.82229850305753e-71
ENSMUSG00000021895.10	538.30683612309	2.53005391594715	0.140244676694477	18.040284847737	9.40578607513955e-73	1.23689160674384e-70
ENSMUSG00000020173.17	709.361807791088	2.19424775363603	0.121896480918155	18.000911405386	1.91639264597347e-72	2.50375454785625e-70
ENSMUSG00000024529.14	35423.6791850614	-1.57566248783874	0.0876419667574171	-17.9784017421699	2.87665839099986e-72	3.73408818238175e-70
ENSMUSG00000020782.18	808.784071498388	3.29943860175779	0.183862206103053	17.9451703081845	5.23498547588691e-72	6.75178895992594e-70
ENSMUSG00000051076.8	216.449746697514	4.73913393661769	0.264190190704416	17.9383417831738	5.91953598607111e-72	7.58605503437903e-70
ENSMUSG00000011179.8	2561.83289476614	1.53482074075815	0.085645798566986	17.9205608031984	8.15023631511493e-72	1.0378655358235e-69
ENSMUSG00000042306.11	689.610494530437	8.69348827893051	0.486042015298333	17.8862896731149	1.50822717607995e-71	1.90852394859928e-69
ENSMUSG00000073722.3	563.217533546841	8.26107194570672	0.46213372151744	17.8759340880407	1.81607912271064e-71	2.28371949680863e-69
ENSMUSG00000002228.7	243.690631443263	3.85417777152346	0.215966356102458	17.8461953106018	3.09411154871303e-71	3.86667853168362e-69
ENSMUSG00000026249.10	14773.86647871	-1.9089134341375	0.107125160905052	-17.8194685357759	4.99084057373961e-71	6.19850076195314e-69
ENSMUSG00000030091.17	516.893589633789	8.13933557298123	0.458293570119026	17.7600911373627	1.44000568312919e-70	1.77747940764167e-68
ENSMUSG00000027220.2	979.400817372066	-2.22937307184749	0.125554213454167	-17.7562585158586	1.54175580223169e-70	1.8914711427379e-68
ENSMUSG00000000889.8	232.649723838294	5.12981294973008	0.289424824036887	17.7241636642622	2.72942013190894e-70	3.32823836690957e-68
ENSMUSG00000044641.7	284.912900834379	3.03332509592753	0.171184665869522	17.7196075391446	2.95969963187207e-70	3.58729858995578e-68
ENSMUSG00000026981.15	4976.06463550185	-1.6771017724198	0.0946503305229959	-17.7189214570396	2.99601518632272e-70	3.60957039214449e-68
ENSMUSG00000044393.15	322.34895075123	7.00237693760377	0.397114832254977	17.6331286792827	1.37162529264334e-69	1.64268457666572e-67
ENSMUSG00000025357.8	863.995455159435	2.08062769823213	0.118195804217693	17.6032280672165	2.32676078963698e-69	2.7700844430471e-67
ENSMUSG00000018411.17	225.117299534753	5.19821087672525	0.296267658209783	17.5456575588972	6.42053611974474e-69	7.59889333701554e-67
ENSMUSG00000028392.15	274.42061007261	6.50662189515001	0.371059682166966	17.5352435412862	7.71184993968077e-69	9.07382577698112e-67
ENSMUSG00000037465.10	1638.66232869272	1.82178835751811	0.10390873447499	17.5325815170678	8.08155777898458e-69	9.45354316937033e-67
ENSMUSG00000050296.14	292.490640182042	6.67759882788012	0.381502207745974	17.5034342981481	1.34885210676521e-68	1.56872279700093e-66
ENSMUSG00000036553.16	214.899094356965	3.47359675707972	0.198567483424304	17.4932808593704	1.61203759078759e-68	1.86403427164634e-66
ENSMUSG00000078670.3	304.328561751134	2.7911643333938	0.159666698663794	17.4811927393268	1.9928655662475e-68	2.29122601102284e-66
ENSMUSG00000024222.17	766.872987325612	2.11072079216903	0.121032303805943	17.4393176515358	4.14999086675727e-68	4.74419410449751e-66
ENSMUSG00000038028.9	845.48404238581	2.37667744628504	0.136376262138576	17.4273543578282	5.11587290110202e-68	5.81533122995326e-66
ENSMUSG00000054423.14	204.564367334555	4.21439870803213	0.242074344296128	17.4095223526731	6.98643789231767e-68	7.89702979738379e-66
ENSMUSG00000049044.16	228.849933420011	5.48854065291268	0.315570350011939	17.3924472077464	9.41279619184629e-68	1.05801932614496e-65
ENSMUSG00000023039.17	506.066520436959	3.37114256452844	0.194470149706405	17.3350129550366	2.56009395593882e-67	2.86161613297161e-65
ENSMUSG00000041649.13	477.607601280891	3.285088394146	0.190018703941804	17.2882370314036	5.76898102651329e-67	6.41281205820151e-65
ENSMUSG00000022596.3	1258.1706436341	2.37206649197362	0.137354592073842	17.2696555401541	7.96161885606459e-67	8.80152590022085e-65
ENSMUSG00000032420.8	1375.97369266007	2.44300280976125	0.141545800994597	17.2594509522363	9.50100112895503e-67	1.04459094379549e-64
ENSMUSG00000026202.13	1818.53928766798	2.17816554034471	0.126279581443239	17.2487548299625	1.14336983486715e-66	1.25025005856125e-64
ENSMUSG00000092035.8	1381.78663802506	1.63799364602089	0.095021557392719	17.2381267047765	1.37418059752535e-66	1.49451424984919e-64
ENSMUSG00000041605.16	271.495347942951	2.98180015089759	0.172985914719586	17.2372424409881	1.39535832118363e-66	1.50938760334487e-64
ENSMUSG00000092060.4	274.891747173729	4.31804580737915	0.251889124577068	17.142644862613	7.13309159057329e-66	7.67474881295907e-64
ENSMUSG00000052397.8	2232.35168158318	1.91247992332494	0.111598053464652	17.1372157842404	7.83118154503625e-66	8.38103046202816e-64
ENSMUSG00000014602.15	2169.79372243415	-1.76828678121858	0.103641986654523	-17.0614906014195	2.87133969296064e-65	3.05668542975493e-63
ENSMUSG00000035773.6	205.898950410329	4.54777829549336	0.266622779337451	17.0569758022718	3.10204195650816e-65	3.28489916657601e-63
ENSMUSG00000021696.9	314.398029498587	3.56036653515693	0.208831516472784	17.0489904746774	3.55622413720441e-65	3.74613767751585e-63
ENSMUSG00000038235.4	1196.50816050715	2.21927263447272	0.130612111388657	16.9913234758829	9.52162837627409e-65	9.97787306930389e-63
ENSMUSG00000041235.12	262.842247500115	2.95026652964819	0.173827932003799	16.972338654893	1.31585696650078e-64	1.37176384279771e-62
ENSMUSG00000074743.4	2627.7937337864	-1.55519455389611	0.0918426171846344	-16.933256058782	2.55828491370008e-64	2.65323157029101e-62
ENSMUSG00000028766.10	186.200984892192	4.68640644702539	0.276869232440376	16.9264255393008	2.87305918072096e-64	2.96440772903106e-62
ENSMUSG00000030411.16	268.212696850674	3.43314095889546	0.202903289225766	16.9200852879003	3.19966829964849e-64	3.28455745861876e-62
ENSMUSG00000034730.17	373.997846411829	7.43109732145001	0.439620850092095	16.903423301905	4.24528527598192e-64	4.335793896079e-62
ENSMUSG00000029168.14	543.043630160219	8.50158385692142	0.50317252142785	16.8959621101656	4.81790568115957e-64	4.89577082348134e-62
ENSMUSG00000029246.14	918.60317953746	2.06315230307574	0.122126283237494	16.8935977447508	5.01495146633291e-64	5.07039314083508e-62
ENSMUSG00000001021.13	204.317190351184	5.78143540705043	0.342521677950675	16.8790350486458	6.41853878764976e-64	6.45705002037566e-62
ENSMUSG00000003469.9	249.90229684991	6.54221331823775	0.38952235709384	16.7954757900114	2.63383862720588e-63	2.63645936215833e-61
ENSMUSG00000032561.15	198.610656060126	4.81242267570544	0.28672803633145	16.7839278546951	3.19955497566249e-63	3.18688347080838e-61
ENSMUSG00000049493.13	202.599237359108	4.76916957191647	0.285357443660921	16.7129671149686	1.05455200530388e-62	1.04520129786769e-60
ENSMUSG00000028518.8	725.936539268501	2.60324880759571	0.155865657233599	16.7018755369194	1.270088905876e-62	1.25265631305026e-60
ENSMUSG00000003032.8	4600.98330337364	1.96177226572007	0.117503891919891	16.6953811798636	1.4161188599682e-62	1.38312191565826e-60
ENSMUSG00000035834.11	556.370280264179	2.8445030002634	0.170375878169024	16.6954561340043	1.41434154531541e-62	1.38312191565826e-60
ENSMUSG00000049969.3	535.571064478317	2.17146891770736	0.130100832800522	16.6906611661494	1.53264037152738e-62	1.48969682488555e-60
